completed_work.PROGRAM_KEY,WORKCENTER,completed_work.WEEK_ENDING,PLANT_KEY,SumOfTOTAL_PLANNED_HRS,SITE_CD,SumOfTOTAL_COST_AMT,SumOfTOTAL_HRS,SumOfDEFECT_QTY,SumOfREWORK_HRS,SumOfREPAIR_HRS,SumOfREFAB_HRS,RESP_WORKCENTER
ER,W0422101,2018/06/09,1300,3.75,,,,,,,,
ER,W0422101,2018/06/16,1300,19.25,,,,,,,,
ER,W0422101,2018/06/23,1300,27.3,,,,,,,,
ER,W0422101,2018/06/30,1300,23.7,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422101
ER,W0422101,2018/07/07,1300,1,,,,,,,,
ER,W0422101,2018/07/28,1300,39.3,,,,,,,,
ER,W0422101,2018/08/04,1300,25.7,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422101
ER,W0422101,2018/08/11,1300,16.75,,,,,,,,
ER,W0422101,2018/08/18,1300,19.25,,,,,,,,
ER,W0422101,2018/08/25,1300,33.7,,,,,,,,
ER,W0422101,2018/09/01,1300,3.3,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422101
ER,W0422101,2018/09/08,1300,10,,,,,,,,
ER,W0422101,2018/09/15,1300,15,1300,276,$1.88,4,$1.88,$0.00,$0.00,W0422101
ER,W0422101,2018/09/22,1300,39,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422101
ER,W0422101,2018/09/29,1300,1,,,,,,,,
ER,W0422101,2018/10/06,1300,0.3,,,,,,,,
ER,W0422101,2018/10/13,1300,5,1300,541,$0.76,1,$0.00,$0.76,$0.00,W0422101
ER,W0422101,2018/10/20,1300,29.7,,,,,,,,
ER,W0422101,2018/10/27,1300,29,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422101
ER,W0422101,2018/11/03,1300,1.25,,,,,,,,
ER,W0422101,2018/11/10,1300,9.75,1300,532,$0.70,1,$0.00,$0.70,$0.00,W0422101
ER,W0422101,2018/11/24,1300,13,,,,,,,,
ER,W0422101,2018/12/01,1300,26.5,1300,42,$0.20,2,$0.20,$0.00,$0.00,W0422101
ER,W0422101,2018/12/08,1300,15.5,1300,563,$0.91,1,$0.00,$0.91,$0.00,W0422101
ER,W0422101,2018/12/22,1300,23,,,,,,,,
ER,W0422101,2019/01/12,1300,22.5,1300,561,$0.20,2,$0.00,$0.20,$0.00,W0422101
ER,W0422101,2019/01/19,1300,19.5,1300,38,$0.20,2,$0.20,$0.00,$0.00,W0422101
ER,W0422101,2019/02/09,1300,5,,,,,,,,
ER,W0422101,2019/02/16,1300,24.2,,,,,,,,
ER,W0422101,2019/02/23,1300,29.3,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422101
ER,W0422101,2019/03/02,1300,5.5,,,,,,,,
ER,W0422101,2019/03/09,1300,14.75,,,,,,,,
ER,W0422101,2019/03/16,1300,51.25,1300,124,$0.85,3,$0.85,$0.00,$0.00,W0422101
ER,W0422101,2019/04/06,1300,5,,,,,,,,
ER,W0422101,2019/04/13,1300,58,,,,,,,,
ER,W0422101,2019/04/20,1300,2,1300,561,$0.90,2,$0.90,$0.00,$0.00,W0422101
ER,W0422101,2019/05/04,1300,15,,,,,,,,
ER,W0422101,2019/05/11,1300,49,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422101
ER,W0422101,2019/05/18,1300,1,,,,,,,,
ER,W0422101,2019/06/01,1300,17,1300,27,$0.00,1,$0.00,$0.00,$0.00,W0422101
ER,W0422101,2019/06/08,1300,47.8,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422101
ER,W0422101,2019/06/22,1300,0.2,,,,,,,,
ER,W0422101,2019/06/29,1300,15.3,,,,,,,,
ER,W0422101,2019/07/06,1300,29,,,,,,,,
ER,W0422101,2019/07/13,1300,20.7,1300,6017,$5.90,15,$0.20,$5.70,$0.00,W0422101
ER,W0422101,2019/07/27,1300,37,1300,5463,$5.04,12,$0.20,$4.84,$0.00,W0422101
ER,W0422102,2018/01/06,1300,14,1300,6020,$0.00,1,$0.00,$0.00,$0.00,W0422102
ER,W0422102,2018/01/13,1300,19,1300,463,$0.00,14,$0.00,$0.00,$0.00,W0422102
ER,W0422102,2018/01/20,1300,20,1300,808,$0.00,5,$0.00,$0.00,$0.00,W0422102
ER,W0422102,2018/01/27,1300,85,1300,24,$0.00,1,$0.00,$0.00,$0.00,W0422102
ER,W0422102,2018/02/03,1300,28,,,,,,,,
ER,W0422102,2018/02/10,1300,31,,,,,,,,
ER,W0422102,2018/02/17,1300,39,,,,,,,,
ER,W0422102,2018/02/24,1300,58,,,,,,,,
ER,W0422102,2018/03/03,1300,19.5,1300,517,$0.60,1,$0.00,$0.60,$0.00,W0422102
ER,W0422102,2018/03/10,1300,3.5,,,,,,,,
ER,W0422102,2018/03/17,1300,16,,,,,,,,
ER,W0422102,2018/03/24,1300,67,,,,,,,,
ER,W0422102,2018/03/31,1300,50,,,,,,,,
ER,W0422102,2018/04/07,1300,15.5,,,,,,,,
ER,W0422102,2018/04/21,1300,27.5,,,,,,,,
ER,W0422102,2018/04/28,1300,77.5,,,,,,,,
ER,W0422102,2018/05/05,1300,37.5,,,,,,,,
ER,W0422102,2018/05/12,1300,9.5,,,,,,,,
ER,W0422102,2018/05/26,1300,49.5,,,,,,,,
ER,W0422102,2018/06/02,1300,14,,,,,,,,
ER,W0422102,2018/06/09,1300,43,,,,,,,,
ER,W0422102,2018/06/16,1300,25,,,,,,,,
ER,W0422102,2018/06/23,1300,11.5,,,,,,,,
ER,W0422102,2018/06/30,1300,5,,,,,,,,
ER,W0422102,2018/07/07,1300,20,1300,479,$0.34,1,$0.00,$0.34,$0.00,W0422102
ER,W0422102,2018/07/14,1300,53.5,,,,,,,,
ER,W0422102,2018/07/21,1300,62,,,,,,,,
ER,W0422102,2018/07/28,1300,20.5,,,,,,,,
ER,W0422102,2018/08/04,1300,24,,,,,,,,
ER,W0422102,2018/08/11,1300,65.5,,,,,,,,
ER,W0422102,2018/08/18,1300,53,,,,,,,,
ER,W0422102,2018/08/25,1300,9.5,,,,,,,,
ER,W0422102,2018/09/01,1300,24.5,,,,,,,,
ER,W0422102,2018/09/08,1300,40,,,,,,,,
ER,W0422102,2018/09/15,1300,78,,,,,,,,
ER,W0422102,2018/09/22,1300,13,,,,,,,,
ER,W0422102,2018/09/29,1300,20,,,,,,,,
ER,W0422102,2018/10/06,1300,49,,,,,,,,
ER,W0422102,2018/10/13,1300,54.5,,,,,,,,
ER,W0422102,2018/10/20,1300,25,,,,,,,,
ER,W0422102,2018/10/27,1300,3.5,,,,,,,,
ER,W0422102,2018/11/03,1300,32,,,,,,,,
ER,W0422102,2018/11/10,1300,19.5,,,,,,,,
ER,W0422102,2018/11/17,1300,35,,,,,,,,
ER,W0422102,2018/11/24,1300,58,,,,,,,,
ER,W0422102,2018/12/01,1300,4,,,,,,,,
ER,W0422102,2018/12/08,1300,32,,,,,,,,
ER,W0422102,2018/12/15,1300,65,,,,,,,,
ER,W0422102,2018/12/22,1300,29.5,1300,494,$0.44,1,$0.00,$0.44,$0.00,W0422102
ER,W0422102,2019/01/05,1300,10,,,,,,,,
ER,W0422102,2019/01/19,1300,15.5,1300,494,$0.44,1,$0.00,$0.44,$0.00,W0422102
ER,W0422102,2019/01/26,1300,4,,,,,,,,
ER,W0422102,2019/02/02,1300,16,,,,,,,,
ER,W0422102,2019/02/09,1300,81.5,,,,,,,,
ER,W0422102,2019/02/16,1300,34,,,,,,,,
ER,W0422102,2019/02/23,1300,16.5,,,,,,,,
ER,W0422102,2019/03/02,1300,46,,,,,,,,
ER,W0422102,2019/03/09,1300,80,,,,,,,,
ER,W0422102,2019/03/16,1300,26,,,,,,,,
ER,W0422102,2019/03/30,1300,44,,,,,,,,
ER,W0422102,2019/04/06,1300,87.5,,,,,,,,
ER,W0422102,2019/04/13,1300,15,,,,,,,,
ER,W0422102,2019/04/20,1300,24,,,,,,,,
ER,W0422102,2019/04/27,1300,56.5,,,,,,,,
ER,W0422102,2019/05/04,1300,40,,,,,,,,
ER,W0422102,2019/05/11,1300,32,,,,,,,,
ER,W0422102,2019/05/18,1300,39.5,,,,,,,,
ER,W0422102,2019/05/25,1300,67,,,,,,,,
ER,W0422102,2019/06/01,1300,44.5,,,,,,,,
ER,W0422102,2019/06/08,1300,3.5,1300,29,$0.00,1,$0.00,$0.00,$0.00,W0422102
ER,W0422102,2019/06/22,1300,61.5,,,,,,,,
ER,W0422102,2019/06/29,1300,68.5,,,,,,,,
ER,W0422102,2019/07/06,1300,20.5,,,,,,,,
ER,W0422102,2019/07/13,1300,38,1300,475,$0.31,1,$0.00,$0.31,$0.00,W0422102
ER,W0422102,2019/07/20,1300,78.5,1300,13,$0.00,1,$0.00,$0.00,$0.00,W0422102
ER,W0422102,2019/07/27,1300,23,,,,,,,,
ER,W0422501,2018/01/27,1300,9.9,,,,,,,,
ER,W0422501,2018/02/03,1300,15.6,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422501
ER,W0422501,2018/03/03,1300,9,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422501
ER,W0422501,2018/03/10,1300,23.5,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422501
ER,W0422501,2018/04/14,1300,22.5,,,,,,,,
ER,W0422501,2018/04/21,1300,6.5,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422501
ER,W0422501,2018/05/19,1300,24,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422501
ER,W0422501,2018/05/26,1300,5,,,,,,,,
ER,W0422501,2018/06/30,1300,15.5,,,,,,,,
ER,W0422501,2018/07/07,1300,13.5,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422501
ER,W0422501,2018/08/18,1300,11,,,,,,,,
ER,W0422501,2018/08/25,1300,18,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422501
ER,W0422501,2018/09/08,1300,20.5,1300,2660,$3.50,5,$0.00,$3.50,$0.00,W0422501
ER,W0422501,2018/09/15,1300,8.5,1300,12,$0.00,1,$0.00,$0.00,$0.00,W0422501
ER,W0422501,2018/09/29,1300,6,,,,,,,,
ER,W0422501,2018/10/06,1300,23,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422501
ER,W0422501,2018/11/17,1300,23,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422501
ER,W0422501,2018/11/24,1300,6,,,,,,,,
ER,W0422501,2018/12/15,1300,26,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422501
ER,W0422501,2018/12/22,1300,3,,,,,,,,
ER,W0422501,2019/01/12,1300,26,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422501
ER,W0422501,2019/01/19,1300,3,1300,1037,$1.22,6,$0.00,$1.22,$0.00,W0422501
ER,W0422501,2019/02/09,1300,19.5,1300,1138,$1.82,3,$0.00,$1.82,$0.00,W0422501
ER,W0422501,2019/02/16,1300,9.5,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422501
ER,W0422501,2019/03/16,1300,26,1300,1482,$1.32,3,$0.00,$1.32,$0.00,W0422501
ER,W0422501,2019/03/23,1300,3,1300,5463,$5.04,12,$0.20,$4.84,$0.00,W0422501
ER,W0422501,2019/04/13,1300,7,,,,,,,,
ER,W0422501,2019/04/20,1300,22,1300,584,$1.06,4,$0.20,$0.86,$0.00,W0422501
ER,W0422501,2019/05/18,1300,19.5,1300,541,$0.76,1,$0.00,$0.76,$0.00,W0422501
ER,W0422501,2019/06/08,1300,9.5,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422501
ER,W0422501,2019/06/15,1300,23,,,,,,,,
ER,W0422501,2019/06/22,1300,6,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0422501
ER,W0422501,2019/07/13,1300,18.5,,,,,,,,
ER,W0422501,2019/07/20,1300,4.5,1300,4482,$4.23,9,$0.00,$4.23,$0.00,W0422501
ER,W0422601,2018/01/20,1300,12.5,,,,,,,,
ER,W0422601,2018/01/27,1300,23.5,1300,130,$0.88,2,$0.88,$0.00,$0.00,W0422601
ER,W0422601,2018/02/24,1300,1.5,,,,,,,,
ER,W0422601,2018/03/03,1300,48.5,,,,,,,,
ER,W0422601,2018/04/07,1300,27,,,,,,,,
ER,W0422601,2018/04/14,1300,23,,,,,,,,
ER,W0422601,2018/05/19,1300,50,,,,,,,,
ER,W0422601,2018/06/16,1300,1,,,,,,,,
ER,W0422601,2018/06/23,1300,4,,,,,,,,
ER,W0422601,2018/06/30,1300,44.4,,,,,,,,
ER,W0422601,2018/07/14,1300,0.6,,,,,,,,
ER,W0422601,2018/07/28,1300,20,,,,,,,,
ER,W0422601,2018/08/04,1300,25.7,,,,,,,,
ER,W0422601,2018/08/18,1300,4.3,,,,,,,,
ER,W0422601,2018/09/01,1300,22.5,,,,,,,,
ER,W0422601,2018/09/08,1300,26.9,,,,,,,,
ER,W0422601,2018/09/15,1300,0.6,1300,1065,$1.41,2,$0.00,$1.41,$0.00,W0422601
ER,W0422601,2018/09/22,1300,1,,,,,,,,
ER,W0422601,2018/09/29,1300,48.6,,,,,,,,
ER,W0422601,2018/10/06,1300,0.4,,,,,,,,
ER,W0422601,2018/10/13,1300,14,,,,,,,,
ER,W0422601,2018/11/10,1300,25,,,,,,,,
ER,W0422601,2018/11/17,1300,18,,,,,,,,
ER,W0422601,2018/11/24,1300,7,,,,,,,,
ER,W0422601,2018/12/08,1300,22.5,,,,,,,,
ER,W0422601,2018/12/15,1300,27.1,1300,523,$0.55,2,$0.00,$0.55,$0.00,W0422601
ER,W0422601,2018/12/22,1300,5,,,,,,,,
ER,W0422601,2019/01/05,1300,41.6,,,,,,,,
ER,W0422601,2019/01/12,1300,3.4,1300,494,$0.44,1,$0.00,$0.44,$0.00,W0422601
ER,W0422601,2019/01/19,1300,0.4,,,,,,,,
ER,W0422601,2019/01/26,1300,5,,,,,,,,
ER,W0422601,2019/02/02,1300,39.8,,,,,,,,
ER,W0422601,2019/02/09,1300,5.2,,,,,,,,
ER,W0422601,2019/02/23,1300,1,,,,,,,,
ER,W0422601,2019/03/02,1300,21.5,,,,,,,,
ER,W0422601,2019/03/09,1300,17.5,,,,,,,,
ER,W0422601,2019/03/16,1300,10,1300,494,$0.44,1,$0.00,$0.44,$0.00,W0422601
ER,W0422601,2019/03/23,1300,1,,,,,,,,
ER,W0422601,2019/04/06,1300,21.5,,,,,,,,
ER,W0422601,2019/04/13,1300,27.5,1300,47,$0.00,1,$0.00,$0.00,$0.00,W0422601
ER,W0422601,2019/05/04,1300,22.5,,,,,,,,
ER,W0422601,2019/05/11,1300,24.6,1300,3991,$1.09,5,$1.09,$0.00,$0.00,W0422601
ER,W0422601,2019/05/18,1300,2.5,,,,,,,,
ER,W0422601,2019/05/25,1300,1,,,,,,,,
ER,W0422601,2019/06/08,1300,37.4,,,,,,,,
ER,W0422601,2019/06/15,1300,11,,,,,,,,
ER,W0422601,2019/06/22,1300,1,,,,,,,,
ER,W0422601,2019/06/29,1300,20,,,,,,,,
ER,W0422601,2019/07/06,1300,22.5,,,,,,,,
ER,W0422601,2019/07/13,1300,7.1,1300,3055,$3.27,9,$0.00,$3.27,$0.00,W0422601
ER,W0422601,2019/07/27,1300,0.4,,,,,,,,
ER,W0441501,2018/01/06,1300,23.6,,,,,,,,
ER,W0441501,2018/01/13,1300,27.4,,,,,,,,
ER,W0441501,2018/01/20,1300,36.4,,,,,,,,
ER,W0441501,2018/01/27,1300,27.7,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2018/02/03,1300,30.9,,,,,,,,
ER,W0441501,2018/02/10,1300,39.8,1300,1728,$3.00,3,$0.00,$3.00,$0.00,W0441501
ER,W0441501,2018/02/17,1300,42.7,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2018/02/24,1300,22.3,1300,0,$0.00,4,$0.00,$0.00,$0.00,W0441501
ER,W0441501,2018/03/03,1300,29.8,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2018/03/10,1300,43,1300,576,$1.00,1,$0.00,$1.00,$0.00,W0441501
ER,W0441501,2018/03/17,1300,39.8,1300,0,$0.00,3,$0.00,$0.00,$0.00,W0441501
ER,W0441501,2018/03/24,1300,38.6,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2018/03/31,1300,17,,,,,,,,
ER,W0441501,2018/04/07,1300,51.1,1300,1471,$1.26,4,$0.20,$1.06,$0.00,W0441501
ER,W0441501,2018/04/14,1300,40.85,,,,,,,,
ER,W0441501,2018/04/21,1300,19.95,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2018/04/28,1300,29.15,,,,,,,,
ER,W0441501,2018/05/05,1300,28.25,,,,,,,,
ER,W0441501,2018/05/12,1300,53.3,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2018/05/19,1300,16.4,1300,541,$0.76,1,$0.00,$0.76,$0.00,W0441501
ER,W0441501,2018/05/26,1300,32.4,,,,,,,,
ER,W0441501,2018/06/02,1300,16.5,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2018/06/09,1300,34.4,,,,,,,,
ER,W0441501,2018/06/16,1300,37.2,,,,,,,,
ER,W0441501,2018/06/23,1300,45.6,1300,29,$0.20,2,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2018/06/30,1300,29.5,1300,605,$1.20,2,$0.20,$1.00,$0.00,W0441501
ER,W0441501,2018/07/07,1300,17.9,1300,458,$0.20,3,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2018/07/14,1300,19.3,1300,803,$2.55,6,$0.00,$2.55,$0.00,W0441501
ER,W0441501,2018/07/21,1300,44.8,,,,,,,,
ER,W0441501,2018/07/28,1300,33.8,1300,832,$2.75,9,$0.20,$2.55,$0.00,W0441501
ER,W0441501,2018/08/04,1300,29,,,,,,,,
ER,W0441501,2018/08/11,1300,31,,,,,,,,
ER,W0441501,2018/08/18,1300,9.5,1300,502,$0.50,4,$0.00,$0.50,$0.00,W0441501
ER,W0441501,2018/08/25,1300,6,1300,531,$0.70,3,$0.20,$0.50,$0.00,W0441501
ER,W0441501,2018/09/01,1300,25.5,,,,,,,,
ER,W0441501,2018/09/08,1300,28,1300,69,$0.47,1,$0.47,$0.00,$0.00,W0441501
ER,W0441501,2018/09/15,1300,38.8,,,,,,,,
ER,W0441501,2018/09/22,1300,31.15,1300,74,$0.20,5,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2018/09/29,1300,52.7,,,,,,,,
ER,W0441501,2018/10/06,1300,27.15,,,,,,,,
ER,W0441501,2018/10/13,1300,36.2,,,,,,,,
ER,W0441501,2018/10/20,1300,25.2,1300,58,$0.40,2,$0.40,$0.00,$0.00,W0441501
ER,W0441501,2018/10/27,1300,40,,,,,,,,
ER,W0441501,2018/11/03,1300,12.5,,,,,,,,
ER,W0441501,2018/11/10,1300,44.75,1300,620,$1.30,2,$0.00,$1.30,$0.00,W0441501
ER,W0441501,2018/11/17,1300,50.25,,,,,,,,
ER,W0441501,2018/12/01,1300,4.5,,,,,,,,
ER,W0441501,2018/12/08,1300,16.1,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2018/12/15,1300,62.75,1300,605,$1.20,2,$0.20,$1.00,$0.00,W0441501
ER,W0441501,2018/12/22,1300,58.35,1300,1403,$2.00,8,$0.00,$2.00,$0.00,W0441501
ER,W0441501,2018/12/29,1300,2.2,,,,,,,,
ER,W0441501,2019/01/12,1300,33.1,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2019/01/19,1300,35.9,,,,,,,,
ER,W0441501,2019/01/26,1300,29.85,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2019/02/02,1300,37.95,1300,498,$0.47,1,$0.00,$0.47,$0.00,W0441501
ER,W0441501,2019/02/09,1300,57.5,1300,615,$1.27,5,$0.20,$1.07,$0.00,W0441501
ER,W0441501,2019/02/16,1300,80.9,,,,,,,,
ER,W0441501,2019/02/23,1300,40.9,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2019/03/02,1300,26.7,1300,1155,$2.02,3,$0.20,$1.82,$0.00,W0441501
ER,W0441501,2019/03/09,1300,55.25,1300,8892,$7.92,18,$0.00,$7.92,$0.00,W0441501
ER,W0441501,2019/03/16,1300,54.95,1300,561,$0.90,2,$0.20,$0.70,$0.00,W0441501
ER,W0441501,2019/03/23,1300,17.9,1300,553,$0.85,3,$0.20,$0.65,$0.00,W0441501
ER,W0441501,2019/03/30,1300,58.45,,,,,,,,
ER,W0441501,2019/04/06,1300,50.35,,,,,,,,
ER,W0441501,2019/04/13,1300,57.1,1300,605,$1.20,2,$0.20,$1.00,$0.00,W0441501
ER,W0441501,2019/04/20,1300,33.4,1300,1152,$2.00,2,$0.00,$2.00,$0.00,W0441501
ER,W0441501,2019/04/27,1300,38.6,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2019/05/04,1300,67,1300,538,$0.64,3,$0.20,$0.44,$0.00,W0441501
ER,W0441501,2019/05/11,1300,15.5,1300,555,$0.86,3,$0.00,$0.86,$0.00,W0441501
ER,W0441501,2019/05/18,1300,38,1300,2530,$2.62,7,$0.00,$2.62,$0.00,W0441501
ER,W0441501,2019/05/25,1300,45.75,1300,6804,$8.35,24,$0.00,$8.35,$0.00,W0441501
ER,W0441501,2019/06/01,1300,48.35,1300,15706,$19.31,52,$0.20,$19.11,$0.00,W0441501
ER,W0441501,2019/06/08,1300,46.4,,,,,,,,
ER,W0441501,2019/06/15,1300,43.95,1300,1040,$1.24,3,$0.20,$1.04,$0.00,W0441501
ER,W0441501,2019/06/22,1300,29.55,1300,2689,$2.62,8,$0.00,$2.62,$0.00,W0441501
ER,W0441501,2019/06/29,1300,52.8,1300,523,$0.64,2,$0.20,$0.44,$0.00,W0441501
ER,W0441501,2019/07/06,1300,59.75,1300,1000,$0.87,5,$0.00,$0.87,$0.00,W0441501
ER,W0441501,2019/07/13,1300,17.2,1300,29,$0.20,1,$0.20,$0.00,$0.00,W0441501
ER,W0441501,2019/07/20,1300,22.8,,,,,,,,
ER,W0441501,2019/07/27,1300,24.75,1300,532,$0.70,3,$0.44,$0.26,$0.00,W0441501
ER,W0441601,2018/01/06,1300,10,,,,,,,,
ER,W0441601,2018/01/13,1300,48.751,,,,,,,,
ER,W0441601,2018/01/20,1300,39.607,1300,19,$0.00,1,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2018/01/27,1300,37.501,,,,,,,,
ER,W0441601,2018/02/03,1300,38.607,,,,,,,,
ER,W0441601,2018/02/10,1300,16.893,1300,0,$0.00,4,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2018/02/17,1300,42.751,,,,,,,,
ER,W0441601,2018/02/24,1300,39.75,,,,,,,,
ER,W0441601,2018/03/03,1300,47.001,,,,,,,,
ER,W0441601,2018/03/10,1300,37,,,,,,,,
ER,W0441601,2018/03/17,1300,42.25,1300,0,$0.00,6,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2018/03/24,1300,45.751,,,,,,,,
ER,W0441601,2018/03/31,1300,19.75,,,,,,,,
ER,W0441601,2018/04/07,1300,4.5,,,,,,,,
ER,W0441601,2018/04/14,1300,31.401,1300,0,$0.00,1,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2018/04/21,1300,52.993,,,,,,,,
ER,W0441601,2018/04/28,1300,36.251,,,,,,,,
ER,W0441601,2018/05/05,1300,45.75,1300,0,$0.00,3,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2018/05/12,1300,15.607,,,,,,,,
ER,W0441601,2018/05/19,1300,31.501,,,,,,,,
ER,W0441601,2018/05/26,1300,43,,,,,,,,
ER,W0441601,2018/06/02,1300,32.75,1300,0,$0.00,2,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2018/06/09,1300,44.251,1300,0,$0.00,1,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2018/06/16,1300,33.25,,,,,,,,
ER,W0441601,2018/06/23,1300,3,,,,,,,,
ER,W0441601,2018/06/30,1300,39.501,,,,,,,,
ER,W0441601,2018/07/07,1300,46.393,,,,,,,,
ER,W0441601,2018/07/14,1300,42.608,1300,0,$0.00,2,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2018/07/21,1300,44,,,,,,,,
ER,W0441601,2018/07/28,1300,10.75,,,,,,,,
ER,W0441601,2018/08/04,1300,0.25,1300,458,$0.20,1,$0.00,$0.20,$0.00,W0441601
ER,W0441601,2018/08/18,1300,34.001,1300,0,$0.00,4,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2018/08/25,1300,31.25,,,,,,,,
ER,W0441601,2018/09/01,1300,30.25,,,,,,,,
ER,W0441601,2018/09/08,1300,43.001,,,,,,,,
ER,W0441601,2018/09/15,1300,50.25,,,,,,,,
ER,W0441601,2018/09/22,1300,54.751,,,,,,,,
ER,W0441601,2018/09/29,1300,59.417,1300,0,$0.00,2,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2018/10/06,1300,46.584,1300,0,$0.00,2,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2018/10/13,1300,45.401,,,,,,,,
ER,W0441601,2018/10/20,1300,39.85,,,,,,,,
ER,W0441601,2018/10/27,1300,46.75,,,,,,,,
ER,W0441601,2018/11/03,1300,95.752,,,,,,,,
ER,W0441601,2018/11/10,1300,64,,,,,,,,
ER,W0441601,2018/11/24,1300,38.251,,,,,,,,
ER,W0441601,2018/12/01,1300,42.5,1300,1152,$2.00,2,$0.00,$2.00,$0.00,W0441601
ER,W0441601,2018/12/08,1300,57.001,,,,,,,,
ER,W0441601,2018/12/15,1300,33.25,,,,,,,,
ER,W0441601,2018/12/22,1300,1.5,,,,,,,,
ER,W0441601,2019/01/12,1300,35.251,1300,0,$0.00,1,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2019/01/19,1300,65.75,,,,,,,,
ER,W0441601,2019/01/26,1300,44.501,1300,0,$0.00,4,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2019/02/02,1300,41.75,,,,,,,,
ER,W0441601,2019/02/09,1300,27.6,,,,,,,,
ER,W0441601,2019/02/16,1300,63.901,,,,,,,,
ER,W0441601,2019/02/23,1300,49.001,,,,,,,,
ER,W0441601,2019/03/02,1300,45,,,,,,,,
ER,W0441601,2019/03/09,1300,16.5,1300,563,$0.91,8,$0.00,$0.91,$0.00,W0441601
ER,W0441601,2019/03/16,1300,66.501,,,,,,,,
ER,W0441601,2019/03/23,1300,74.751,,,,,,,,
ER,W0441601,2019/03/30,1300,54.584,1300,0,$0.00,8,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2019/04/06,1300,70.667,,,,,,,,
ER,W0441601,2019/04/13,1300,69.251,1300,0,$0.00,1,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2019/04/20,1300,53.501,,,,,,,,
ER,W0441601,2019/04/27,1300,53.75,,,,,,,,
ER,W0441601,2019/05/04,1300,25.25,1300,11,$0.00,1,$0.00,$0.00,$0.00,W0441601
ER,W0441601,2019/05/11,1300,52.001,,,,,,,,
ER,W0441601,2019/05/18,1300,21.5,,,,,,,,
ER,W0441601,2019/06/01,1300,46.501,,,,,,,,
ER,W0441601,2019/06/08,1300,43.25,,,,,,,,
ER,W0441601,2019/06/15,1300,43.251,1300,576,$1.00,1,$0.00,$1.00,$0.00,W0441601
ER,W0441601,2019/06/22,1300,30,1300,494,$0.44,1,$0.00,$0.44,$0.00,W0441601
ER,W0441601,2019/06/29,1300,32.75,,,,,,,,
ER,W0441601,2019/07/06,1300,17,1300,0,$0.00,3,$0.00,$0.00,$0.00,W0441601
