WORKCENTER,WEEK_ENDING,WKOR_PRODUCT_CODE,SumOfstdhours,SumOfOThours,SumOfdthrs,SumOftotalhrs,comp_work,PTB,defects,SumOfREWORK_HRS,SumOfREPAIR_HRS,SumOfREFAB_HRS,totrwkhrs,total_def_cost
J0920101,2019/01/19,WA,56,11.7,0,67.7,53.43,78.92%,2,1.22,0.00,0.00,1.22,796
J0920101,2019/01/26,WA,75.8,5.5,5.1,86.4,56.245,65.10%,1,0.86,0.00,0.00,0.86,420
J0920101,2019/02/02,WA,71.8,4.8,0,76.6,50.038,65.32%,1,0.00,0.55,0.00,0.55,393
J0920101,2019/02/09,WA,62.9,19.3,0,82.2,70.785,86.11%,1,0.00,0.71,0.00,0.71,407
J0920101,2019/02/16,WA,63.9,9,0,72.9,51.638,70.83%,,,,,,
J0920101,2019/02/23,WA,61.8,14.8,0,76.6,62.467,81.55%,,,,,,
J0920101,2019/03/02,WA,47.9,14.1,0,62,41.499,66.93%,,,,,,
J0920101,2019/03/09,WA,64.2,7.1,0,71.3,34.195,47.96%,1,0.00,0.50,0.00,0.50,389
J0920101,2019/03/16,WA,48.9,14.7,0,63.6,44.775,70.40%,,,,,,
J0920101,2019/03/23,WA,65.2,9.6,3.3,78.1,45.442,58.18%,,,,,,
J0920101,2019/03/30,WA,62.2,16.8,5.7,84.7,70.511,83.25%,,,,,,
J0920101,2019/04/06,WA,65.9,8.7,6.1,80.7,43.696,54.15%,,,,,,
J0920101,2019/04/13,WA,58.8,7.3,0,66.1,38.218,57.82%,,,,,,
J0920101,2019/04/20,WA,72.2,8.2,0,80.4,40.815,50.76%,,,,,,
J0920101,2019/04/27,WA,59.6,7.2,0,66.8,40.595,60.77%,8,0.00,2.20,0.00,2.20,535
J0920101,2019/05/04,WA,64.2,12.6,0,76.8,51.156,66.61%,1,0.00,0.71,0.00,0.71,407
J0920101,2019/05/11,WA,47.4,13.2,0,60.6,30.315,50.02%,,,,,,
J0920101,2019/05/18,WA,69.8,8.5,0,78.3,50.756,64.82%,2,0.00,0.44,0.00,0.44,25227
J0920101,2019/05/25,WA,61.7,5.2,0,66.9,41.574,62.14%,1,0.00,0.71,0.00,0.71,407
J0920101,2019/06/01,WA,57.5,6,1.2,64.7,30.937,47.82%,6,2.90,0.00,0.00,2.90,249
J0920101,2019/06/08,WA,66.7,17.1,0,83.8,61.218,73.05%,,,,,,
J0920101,2019/06/15,WA,37,16.9,4.5,58.4,36.476,62.46%,,,,,,
J0920101,2019/06/22,WA,95.5,32,4.9,132.4,79.658,60.16%,7,2.90,0.00,0.00,2.90,366
J0920101,2019/06/29,WA,113.4,32.3,5.6,151.3,71.114,47.00%,3,0.00,0.86,0.00,0.86,420
J0920101,2019/07/06,WA,60.7,25.7,7,93.4,45.598,48.82%,,,,,,
J0920101,2019/07/13,WA,105.4,14,0,119.4,68.137,57.07%,2,0.00,1.35,0.00,1.35,808
J0920101,2019/07/20,WA,102.3,24.1,0,126.4,75.17,59.47%,2,1.02,0.00,0.00,1.02,88
J0920101,2019/07/27,WA,102.7,8.1,0,110.8,57.279,51.70%,2,0.00,0.65,0.00,0.65,402
J0920101,2019/08/03,WA,100,17,0,117,48.427,41.39%,2,0.00,0.81,0.00,0.81,416
J0920101,2019/08/10,WA,93.4,0,0,93.4,,0,,,,,,
J0921101,2018/08/11,WA,2,28,0,30,118.4,394.67%,1,0.00,0.00,0.00,0.00,0
J0921101,2018/08/18,WA,70,24.5,6.2,100.7,139.571,138.60%,1,0.00,0.00,0.00,0.00,0
J0921101,2018/08/25,WA,53.5,9,4.7,67.2,63.962,95.18%,,,,,,
J0921101,2018/09/01,WA,87.3,9,0,96.3,99.287,103.10%,1,0.00,0.70,0.00,0.70,406
J0921101,2018/09/08,WA,79.5,9,8,96.5,119.204,123.53%,,,,,,
J0921101,2018/09/15,WA,41.9,13,0,54.9,66.851,121.77%,,,,,,
J0921101,2018/09/22,WA,89,35.3,0,124.3,103.113,82.95%,2,0.00,1.76,0.00,1.76,843
J0921101,2018/09/29,WA,95.3,44.6,6,145.9,191.658,131.36%,1,0.00,0.44,0.00,0.44,384
J0921101,2018/10/06,WA,76.7,27,16.3,120,132.876,110.73%,,,,,,
J0921101,2018/10/13,WA,91.6,1.4,11,104,142.884,137.39%,2,0.00,1.44,0.00,1.44,816
J0921101,2018/10/20,WA,56.7,7.4,0,64.1,70.411,109.85%,1,0.00,0.00,0.00,0.00,0
J0921101,2018/10/27,WA,56,13,0,69,83.288,120.71%,,,,,,
J0921101,2018/11/03,WA,63.5,19,0,82.5,106.544,129.14%,,,,,,
J0921101,2018/11/10,WA,55.1,21.3,5,81.4,74.541,91.57%,1,0.00,0.00,0.00,0.00,0
J0921101,2018/11/17,WA,78,29,4,111,89.538,80.66%,1,0.00,0.00,0.00,0.00,0
J0921101,2018/11/24,WA,35.6,0,10,45.6,79.745,174.88%,1,0.00,0.00,0.00,0.00,0
J0921101,2018/12/01,WA,68.8,3,0,71.8,81.152,113.03%,2,0.00,0.67,0.00,0.67,415
J0921101,2018/12/08,WA,102.5,29.4,0,131.9,118.794,90.06%,3,0.80,0.00,0.00,0.80,68
J0921101,2018/12/15,WA,83,32,6,121,157.581,130.23%,,,,,,
J0921101,2018/12/22,WA,82.6,10,11,103.6,77.153,74.47%,,,,,,
J0921101,2018/12/29,WA,8,0,42.8,50.8,48.115,94.71%,,,,,,
J0921101,2019/01/05,WA,30.4,12,0,42.4,35.937,84.76%,,,,,,
J0921101,2019/01/12,WA,52.4,4.8,6,63.2,85.545,135.36%,3,0.00,1.00,0.00,1.00,463
J0921101,2019/01/19,WA,51.5,0,0,51.5,58.045,112.71%,,,,,,
J0921101,2019/01/26,WA,57.6,2,0,59.6,43.107,72.33%,,,,,,
J0921101,2019/02/02,WA,92,9,0,101,92.672,91.75%,1,0.00,0.00,0.00,0.00,0
J0921101,2019/02/09,WA,138.9,11.4,0,150.3,181.827,120.98%,3,0.00,1.09,0.00,1.09,786
J0921101,2019/02/16,WA,68.1,46.4,5,119.5,143.85,120.38%,1,0.00,0.00,0.00,0.00,14
J0921101,2019/02/23,WA,69.1,20.1,12,101.2,120.584,119.15%,2,0.00,1.18,0.00,1.18,794
J0921101,2019/03/02,WA,86.7,10,12,108.7,121.867,112.11%,1,0.00,0.00,0.00,0.00,0
J0921101,2019/03/09,WA,72,26,0,98,103.411,105.52%,,,,,,
J0921101,2019/03/16,WA,64.1,25.5,7.3,96.9,121.496,125.38%,1,0.00,0.00,0.00,0.00,346
J0921101,2019/03/23,WA,103.6,26,17,146.6,120.074,81.91%,,,,,,
J0921101,2019/03/30,WA,62,4,0,66,80.739,122.33%,1,0.00,0.00,0.00,0.00,0
J0921101,2019/04/06,WA,95.9,26.1,0,122,127.132,104.21%,1,0.00,0.00,0.00,0.00,0
J0921101,2019/04/13,WA,78.2,27.8,5,111,146.615,132.09%,,,,,,
J0921101,2019/04/20,WA,104.4,34,6.7,145.1,142.644,98.31%,,,,,,
J0921101,2019/04/27,WA,80.2,16,0,96.2,112.552,117.00%,,,,,,
J0921101,2019/05/04,WA,98,40.4,0,138.4,112.894,81.57%,3,0.00,0.69,0.00,0.69,752
J0921101,2019/05/11,WA,89.4,23.4,4,116.8,113.701,97.35%,4,0.00,1.04,0.00,1.04,1128
J0921101,2019/05/18,WA,81.8,16.2,0,98,36.362,37.10%,5,0.00,2.04,0.00,2.04,1559
J0921101,2019/05/25,WA,128.1,17.9,0,146,145.999,100.00%,3,0.00,0.96,0.00,0.96,775
J0921101,2019/06/01,WA,125.2,10.5,0,135.7,130.2,95.95%,,,,,,
J0921101,2019/06/08,WA,76.9,30.5,0,107.4,119.059,110.86%,1,0.00,0.00,0.00,0.00,0
J0921101,2019/06/15,WA,142.2,52.7,0,194.9,165.291,84.81%,4,0.00,1.43,0.00,1.43,1161
J0921101,2019/06/22,WA,153.2,10.7,0,163.9,142.85,87.16%,5,0.00,1.64,0.00,1.64,833
J0921101,2019/06/29,WA,191.9,32,0,223.9,162.966,72.79%,4,0.00,0.00,0.00,0.00,87
J0921101,2019/07/06,WA,113.5,14.5,0.8,128.8,98.804,76.71%,4,0.00,1.38,0.00,1.38,829
J0921101,2019/07/13,WA,134.2,19.1,0,153.3,103.264,67.36%,3,0.00,1.25,0.00,1.25,799
J0921101,2019/07/20,WA,175.4,35,0,210.4,146.916,69.83%,3,0.00,0.86,0.00,0.86,74
J0921101,2019/07/27,WA,135.7,14,0,149.7,92.441,61.75%,,,,,,
J0921101,2019/08/03,WA,127.3,19.7,0,147,108.124,73.55%,5,0.00,1.61,0.00,1.61,831
J0921101,2019/08/10,WA,88.1,6.1,0,94.2,,0,,,,,,
J0921201,2018/08/11,WA,0,20.5,0,20.5,55.485,270.66%,,,,,,
J0921201,2018/08/18,WA,68.5,15.5,13.8,97.8,96.984,99.17%,,,,,,
J0921201,2018/08/25,WA,50.6,0,15.3,65.9,57.321,86.98%,1,0.00,0.00,0.00,0.00,346
J0921201,2018/09/01,WA,93.1,12,0,105.1,94.413,89.83%,,,,,,
J0921201,2018/09/08,WA,34.8,10.3,0,45.1,43.703,96.90%,1,0.00,0.67,0.00,0.67,404
J0921201,2018/09/15,WA,75.5,2.4,0,77.9,54.288,69.69%,,,,,,
J0921201,2018/09/22,WA,50.8,27.6,5.2,83.6,53.566,64.07%,1,0.00,0.55,0.00,0.55,393
J0921201,2018/09/29,WA,62.3,28.9,6,97.2,111.312,114.52%,,,,,,
J0921201,2018/10/06,WA,52.2,31.4,0,83.6,57.276,68.51%,1,0.00,0.76,0.00,0.76,411
J0921201,2018/10/13,WA,103.7,14,6,123.7,79.775,64.49%,,,,,,
J0921201,2018/10/20,WA,93.3,7.6,0,100.9,76.252,75.57%,,,,,,
J0921201,2018/10/27,WA,93.8,3.4,0,97.2,86.651,89.15%,,,,,,
J0921201,2018/11/03,WA,54,7,0,61,57.096,93.60%,,,,,,
J0921201,2018/11/10,WA,61.6,22.6,0,84.2,53.334,63.34%,,,,,,
J0921201,2018/11/17,WA,81.1,16.1,0,97.2,69.224,71.22%,1,0.00,0.57,0.00,0.57,395
J0921201,2018/11/24,WA,45.2,0.6,0,45.8,54.825,119.71%,,,,,,
J0921201,2018/12/01,WA,48.5,24.2,0,72.7,77.338,106.38%,,,,,,
J0921201,2018/12/08,WA,38.4,28.1,2.9,69.4,69.548,100.21%,,,,,,
J0921201,2018/12/15,WA,57.1,10,0,67.1,69.07,102.94%,,,,,,
J0921201,2018/12/22,WA,52.2,0,0,52.2,40.727,78.02%,,,,,,
J0921201,2018/12/29,WA,0,17.3,26.1,43.4,40.761,93.92%,,,,,,
J0921201,2019/01/05,WA,56.1,5,0,61.1,53.626,87.77%,,,,,,
J0921201,2019/01/12,WA,71.8,11.1,0,82.9,68.514,82.65%,,,,,,
J0921201,2019/01/19,WA,55.6,6.7,0,62.3,63.5,101.93%,,,,,,
J0921201,2019/01/26,WA,39.6,2.2,0,41.8,37.839,90.52%,,,,,,
J0921201,2019/02/02,WA,38.1,6.9,0,45,37.092,82.43%,,,,,,
J0921201,2019/02/09,WA,29.9,8,0,37.9,48.707,128.51%,4,0.00,1.33,0.00,1.33,460
J0921201,2019/02/16,WA,63.1,17.1,3.5,83.7,76.729,91.67%,,,,,,
J0921201,2019/02/23,WA,70.8,14.8,0,85.6,118.56,138.50%,,,,,,
J0921201,2019/03/02,WA,68.7,11.3,0,80,61.708,77.14%,,,,,,
J0921201,2019/03/09,WA,65.9,17,0,82.9,82.87,99.96%,,,,,,
J0921201,2019/03/16,WA,68.1,21.4,0,89.5,79.892,89.26%,,,,,,
J0921201,2019/03/23,WA,69.9,11,6,86.9,69.737,80.25%,,,,,,
J0921201,2019/03/30,WA,86.9,9.9,7.2,104,78.198,75.19%,,,,,,
J0921201,2019/04/06,WA,73,16,0,89,84.376,94.80%,,,,,,
J0921201,2019/04/13,WA,28.1,13.5,8.3,49.9,55.056,110.33%,,,,,,
J0921201,2019/04/20,WA,92.3,1,6,99.3,50.923,51.28%,,,,,,
J0921201,2019/04/27,WA,102.2,8.7,0,110.9,91.513,82.52%,,,,,,
J0921201,2019/05/04,WA,79.8,14,11.5,105.3,85.762,81.45%,,,,,,
J0921201,2019/05/11,WA,60.8,23.8,10,94.6,58.625,61.97%,,,,,,
J0921201,2019/05/18,WA,47.9,30,0,77.9,91.418,117.35%,60,0.00,1.39,0.00,1.39,1457
J0921201,2019/05/25,WA,61.8,0,12,73.8,63.518,86.07%,2,0.00,0.81,0.00,0.81,416
J0921201,2019/06/01,WA,44.4,12,0,56.4,45.245,80.22%,,,,,,
J0921201,2019/06/08,WA,146.5,19.9,0,166.4,98.877,59.42%,1,0.00,0.71,0.00,0.71,407
J0921201,2019/06/15,WA,151.6,16.6,0,168.2,115.132,68.45%,,,,,,
J0921201,2019/06/22,WA,97.2,20.3,0,117.5,55.594,47.31%,1,0.00,0.76,0.00,0.76,411
J0921201,2019/06/29,WA,153.4,27.9,0,181.3,79.429,43.81%,1,0.00,0.00,0.00,0.00,29
J0921201,2019/07/06,WA,122.3,31.4,13.3,167,81.275,48.67%,,,,,,
J0921201,2019/07/13,WA,93.4,6,6,105.4,81.597,77.42%,2,0.00,0.00,0.00,0.00,375
J0921201,2019/07/20,WA,120.5,24.2,7.2,151.9,86.911,57.22%,1,0.00,0.67,0.00,0.67,404
J0921201,2019/07/27,WA,146.7,43.7,0,190.4,47.645,25.02%,,,,,,
J0921201,2019/08/03,WA,160.9,34.6,6.4,201.9,97.262,48.17%,3,0.00,0.44,0.00,0.44,4476
J0921201,2019/08/10,WA,138.7,12.2,0,150.9,7.233,4.79%,,,,,,
J0922101,2018/08/11,WA,17.2,41.5,0,58.7,183.53,312.66%,1,0.00,0.33,0.00,0.33,374
J0922101,2018/08/18,WA,188.8,42.3,0,231.1,176.79,76.50%,,,,,,
J0922101,2018/08/25,WA,222.5,45.8,0,268.3,202.952,75.64%,2,0.00,1.00,0.00,1.00,778
J0922101,2018/09/01,WA,190.8,27.9,0,218.7,174.936,79.99%,1,0.00,1.00,0.00,1.00,432
J0922101,2018/09/08,WA,150.6,40.1,0,190.7,150.878,79.12%,1,0.00,0.71,0.00,0.71,407
J0922101,2018/09/15,WA,215,40,0,255,188.613,73.97%,3,0.00,1.79,0.00,1.79,846
J0922101,2018/09/22,WA,207,58,0,265,186.892,70.53%,,,,,,
J0922101,2018/09/29,WA,219.3,63.8,28.8,311.9,236.371,75.78%,,,,,,
J0922101,2018/10/06,WA,239,44.9,24,307.9,238.054,77.32%,2,0.00,0.65,0.00,0.65,402
J0922101,2018/10/13,WA,285.8,46.4,0,332.2,223.26,67.21%,1,0.00,1.00,0.00,1.00,432
J0922101,2018/10/20,WA,213.4,37.7,0,251.1,209.504,83.43%,2,0.00,0.65,0.00,0.65,402
J0922101,2018/10/27,WA,228,54.9,0,282.9,212.57,75.14%,,,,,,
J0922101,2018/11/03,WA,226.3,40.7,0,267,181.33,67.91%,1,0.00,0.70,0.00,0.70,406
J0922101,2018/11/10,WA,188.6,34.4,0,223,182.384,81.79%,,,,,,
J0922101,2018/11/17,WA,209.9,51,0,260.9,136.587,52.35%,3,0.00,1.09,0.00,1.09,786
J0922101,2018/11/24,WA,92.8,6.3,0,99.1,76.983,77.68%,1,0.00,1.00,0.00,1.00,432
J0922101,2018/12/01,WA,200.1,38.8,0,238.9,205.649,86.08%,1,0.00,0.67,0.00,0.67,404
J0922101,2018/12/08,WA,176.3,54.5,17,247.8,214.245,86.46%,1,0.00,0.44,0.00,0.44,384
J0922101,2018/12/15,WA,209,39.5,22,270.5,205.273,75.89%,,,,,,
J0922101,2018/12/22,WA,111.2,10.2,17.2,138.6,123.999,89.47%,1,0.00,0.70,0.00,0.70,406
J0922101,2019/01/05,WA,111,18,0,129,94.783,73.48%,1,0.00,1.00,0.00,1.00,432
J0922101,2019/01/12,WA,190.8,32,0,222.8,185.291,83.16%,,,,,,
J0922101,2019/01/19,WA,203,59.1,0,262.1,175.291,66.88%,1,0.00,0.44,0.00,0.44,384
J0922101,2019/01/26,WA,187.8,36.1,22.1,246,196.845,80.02%,1,0.00,0.55,0.00,0.55,393
J0922101,2019/02/02,WA,177,38.3,0,215.3,187.817,87.24%,3,0.00,1.32,0.00,1.32,806
J0922101,2019/02/09,WA,228.6,52.6,0,281.2,227.103,80.76%,21,0.00,4.82,0.00,4.82,1453
J0922101,2019/02/16,WA,246.7,44.1,0,290.8,204.962,70.48%,,,,,,
J0922101,2019/02/23,WA,247,64.1,0,311.1,171.249,55.05%,1,0.00,0.71,0.00,0.71,407
J0922101,2019/03/02,WA,247.4,58.9,0,306.3,189.001,61.70%,,,,,,
J0922101,2019/03/09,WA,266,35.2,0,301.2,209.005,69.39%,,,,,,
J0922101,2019/03/16,WA,256.5,24.9,0,281.4,134.753,47.89%,,,,,,
J0922101,2019/03/23,WA,258,26.4,0,284.4,124.1,43.64%,,,,,,
J0922101,2019/03/30,WA,253.9,24,0,277.9,187.656,67.53%,1,0.00,0.44,0.00,0.44,384
J0922101,2019/04/06,WA,217.9,5.3,0,223.2,107.524,48.17%,4,0.00,0.58,0.00,0.58,396
J0922101,2019/04/13,WA,233.7,8.2,0,241.9,115.351,47.69%,,,,,,
J0922101,2019/04/20,WA,206.8,28,0,234.8,132.919,56.61%,,,,,,
J0922101,2019/04/27,WA,260.3,91,0,351.3,212.488,60.49%,,,,,,
J0922101,2019/05/04,WA,285.9,68.5,25.4,379.8,204.19,53.76%,,,,,,
J0922101,2019/05/11,WA,272.9,50.5,0,323.4,186.4,57.64%,2,0.00,0.43,0.00,0.43,383
J0922101,2019/05/18,WA,251.7,35,0,286.7,178.501,62.26%,6,0.00,1.20,0.00,1.20,17362
J0922101,2019/05/25,WA,233.5,22.7,0,256.2,155.809,60.82%,,,,,,
J0922101,2019/06/01,WA,197.2,60.7,0,257.9,164.284,63.70%,,,,,,
J0922101,2019/06/08,WA,202,61.4,18,281.4,214.234,76.13%,,,,,,
J0922101,2019/06/15,WA,222.5,85.9,16.5,324.9,257.022,79.11%,,,,,,
J0922101,2019/06/22,WA,301.3,72.9,0,374.2,249.738,66.74%,,,,,,
J0922101,2019/06/29,WA,253,99.2,0,352.2,231.644,65.77%,,,,,,
J0922101,2019/07/06,WA,222.1,24.9,24.2,271.2,145.014,53.47%,2,0.00,0.25,0.00,0.25,384
J0922101,2019/07/13,WA,318.4,104.5,0,422.9,257.322,60.85%,,,,,,
J0922101,2019/07/20,WA,262.5,90.7,18,371.2,187.773,50.59%,4,0.00,1.09,0.00,1.09,826
J0922101,2019/07/27,WA,225.3,35.5,18,278.8,170.785,61.26%,1,0.00,0.44,0.00,0.44,38
J0922101,2019/08/03,WA,232.3,24.6,0,256.9,142.385,55.42%,2,0.00,1.17,0.00,1.17,793
J0922101,2019/08/10,WA,208.5,0,0,208.5,,0,,,,,,
J0930101,2018/08/11,WA,8.8,163.4,0,172.2,709.248,411.87%,12,0.00,2.85,0.00,2.85,1976
J0930101,2018/08/18,WA,435.1,176.1,51.4,662.6,751.15,113.36%,4,0.00,0.44,0.00,0.44,384
J0930101,2018/08/25,WA,357.7,72,53,482.7,548.828,113.70%,5,0.00,1.30,0.00,1.30,804
J0930101,2018/09/01,WA,326.9,46.6,0,373.5,444.382,118.98%,2,0.00,0.75,0.00,0.75,411
J0930101,2018/09/08,WA,276.1,86.1,17.8,380,429.354,112.99%,2,0.00,0.00,0.00,0.00,0
J0930101,2018/09/15,WA,329.6,43.6,0,373.2,401.57,107.60%,13,0.00,1.49,0.00,1.49,820
J0930101,2018/09/22,WA,350.5,107.1,0,457.6,377.403,82.47%,8,0.00,2.49,0.00,2.49,1647
J0930101,2018/09/29,WA,344.5,123.2,36,503.7,507.365,100.73%,1,0.00,0.00,0.00,0.00,0
J0930101,2018/10/06,WA,389.3,102.7,31.3,523.3,497.544,95.08%,8,0.00,1.57,0.00,1.57,1520
J0930101,2018/10/13,WA,284.3,36.5,29,349.8,282.876,80.87%,4,0.00,2.29,0.00,2.29,1581
J0930101,2018/10/20,WA,367.7,127.6,0,495.3,474.15,95.73%,7,0.00,2.16,0.00,2.16,1570
J0930101,2018/10/27,WA,353.9,98.5,0,452.4,437.661,96.74%,7,0.00,1.77,0.00,1.77,1537
J0930101,2018/11/03,WA,448.7,138.9,0,587.6,534.747,91.01%,4,0.00,1.64,0.00,1.64,1179
J0930101,2018/11/10,WA,455.1,181.8,20.6,657.5,693.102,105.41%,5,0.44,0.67,0.00,1.11,442
J0930101,2018/11/17,WA,389.3,189.2,6,584.5,338.789,57.96%,6,0.00,2.33,0.00,2.33,2277
J0930101,2018/11/24,WA,149.2,13.1,14,176.3,441.653,250.51%,5,0.00,1.32,0.00,1.32,1152
J0930101,2018/12/01,WA,405.8,105,0,510.8,532.943,104.33%,7,0.00,1.11,0.00,1.11,788
J0930101,2018/12/08,WA,458,198.7,26.5,683.2,743.959,108.89%,5,0.00,0.35,0.00,0.35,376
J0930101,2018/12/15,WA,352.6,165.3,40.5,558.4,567.557,101.64%,3,0.00,0.44,0.00,0.44,384
J0930101,2018/12/22,WA,284.6,45,49,378.6,415.566,109.76%,4,0.44,1.46,0.00,1.90,855
J0930101,2018/12/29,WA,0,0,22,22,16.143,73.38%,,,,,,
J0930101,2019/01/05,WA,224.8,83.2,0,308,319.752,103.82%,5,0.00,1.04,0.00,1.04,1128
J0930101,2019/01/12,WA,414.1,185.2,43.7,643,714.677,111.15%,6,0.00,1.20,0.00,1.20,449
J0930101,2019/01/19,WA,312.8,46.3,44.7,403.8,451.699,111.86%,477,13.78,3.47,0.00,17.25,7364
J0930101,2019/01/26,WA,275.4,9.7,0,285.1,268.98,94.35%,3,0.00,0.67,0.00,0.67,750
J0930101,2019/02/02,WA,372.4,15.2,0,387.6,461.646,119.10%,137,0.00,1.07,0.00,1.07,1476
J0930101,2019/02/09,WA,263.5,78.2,0,341.7,322.79,94.47%,248,0.00,4.68,0.00,4.68,8395
J0930101,2019/02/16,WA,323.5,92.3,50.1,465.9,570.232,122.39%,5,0.00,0.79,0.00,0.79,760
J0930101,2019/02/23,WA,409.2,161.7,39,609.9,691.855,113.44%,22,0.00,4.45,0.00,4.45,1075
J0930101,2019/03/02,WA,367.7,92,43.6,503.3,603.146,119.84%,8,0.00,1.20,0.00,1.20,1170
J0930101,2019/03/09,WA,358.4,96.1,0,454.5,485.916,106.91%,61,0.00,13.45,0.00,13.45,2194
J0930101,2019/03/16,WA,413.6,156.1,54.3,624,613.986,98.40%,4,0.00,0.25,0.00,0.25,368
J0930101,2019/03/23,WA,187.9,106.4,54.1,348.4,281.018,80.66%,3,0.36,0.44,0.00,0.80,415
J0930101,2019/03/30,WA,390.8,79.5,56.3,526.6,580.021,110.14%,8,0.00,2.12,0.00,2.12,1220
J0930101,2019/04/06,WA,378.4,157.6,0,536,582.115,108.60%,4,0.00,0.00,0.00,0.00,88
J0930101,2019/04/13,WA,315.4,52.2,60.4,428,457.841,106.97%,9,0.00,3.34,0.00,3.34,1672
J0930101,2019/04/20,WA,243.7,30.7,0,274.4,150.816,54.96%,3,0.00,0.00,0.00,0.00,0
J0930101,2019/04/27,WA,485.5,216.5,0,702,584.298,83.23%,13,0.00,4.36,0.00,4.36,3835
J0930101,2019/05/04,WA,505.5,248.8,59.3,813.6,652.852,80.24%,7,0.00,2.80,0.00,2.80,1971
J0930101,2019/05/11,WA,464.4,199.6,55.1,719.1,745.686,103.70%,6,0.00,1.23,0.00,1.23,452
J0930101,2019/05/18,WA,480.7,208.9,18,707.6,589.374,83.29%,6,0.00,1.34,0.00,1.34,1153
J0930101,2019/05/25,WA,263,46.5,68.2,377.7,381.723,101.07%,5,0.00,1.43,0.00,1.43,815
J0930101,2019/06/01,WA,374.5,151.4,0,525.9,496.975,94.50%,3,0.00,0.71,0.00,0.71,407
J0930101,2019/06/08,WA,502.3,143.4,60.8,706.5,614.996,87.05%,11,0.00,3.80,0.00,3.80,2056
J0930101,2019/06/15,WA,407.3,33.6,53.9,494.8,395.055,79.84%,19,0.00,9.32,0.00,9.32,2533
J0930101,2019/06/22,WA,629.1,43.2,0,672.3,293.59,43.67%,2,0.00,0.44,0.00,0.44,384
J0930101,2019/06/29,WA,724,331.5,0,1055.5,738.438,69.96%,11,0.00,2.83,0.00,2.83,936
J0930101,2019/07/06,WA,460.8,78.1,155.4,694.3,515.314,74.22%,8,0.00,3.19,0.00,3.19,967
J0930101,2019/07/13,WA,780.5,265.9,0,1046.4,739.304,70.65%,6,0.00,2.37,0.00,2.37,1242
J0930101,2019/07/20,WA,665.4,79.1,42.9,787.4,672.199,85.37%,17,0.00,3.41,0.00,3.41,1678
J0930101,2019/07/27,WA,630.1,121.2,0,751.3,475.643,63.31%,8,0.00,1.16,0.00,1.16,821
J0930101,2019/08/03,WA,584.4,167.1,35.7,787.2,613.499,77.93%,8,0.00,2.16,0.00,2.16,878
J0930101,2019/08/10,WA,484.2,45.9,58.5,588.6,81.311,13.81%,,,,,,
J0930201,2018/08/11,WA,0,18.6,0,18.6,71.369,383.70%,,,,,,
J0930201,2018/08/18,WA,24,14.3,8,46.3,56.992,123.09%,,,,,,
J0930201,2018/08/25,WA,40,18.2,0,58.2,68.509,117.71%,,,,,,
J0930201,2018/09/01,WA,36,10.6,6,52.6,57.107,108.57%,12,0.00,3.94,0.00,3.94,1031
J0930201,2018/09/08,WA,32,9.7,0,41.7,48.467,116.23%,1,0.00,0.00,0.00,0.00,346
J0930201,2018/09/15,WA,40,20.9,0,60.9,72.614,119.23%,,,,,,
J0930201,2018/09/22,WA,39,21.8,6,66.8,66.104,98.96%,,,,,,
J0930201,2018/09/29,WA,39,19.1,6,64.1,84.011,131.06%,,,,,,
J0930201,2018/10/06,WA,41.4,0,6,47.4,48.464,102.24%,1,0.00,0.25,0.00,0.25,368
J0930201,2018/10/13,WA,38.1,10.2,0,48.3,58.149,120.39%,,,,,,
J0930201,2018/10/20,WA,40,17.7,0,57.7,68.449,118.63%,,,,,,
J0930201,2018/10/27,WA,40,10.8,0,50.8,55.565,109.38%,,,,,,
J0930201,2018/11/03,WA,28.9,16.6,0,45.5,53.145,116.80%,,,,,,
J0930201,2018/11/10,WA,39,19.3,6,64.3,70.268,109.28%,,,,,,
J0930201,2018/11/17,WA,36,19.2,6,61.2,51.458,84.08%,,,,,,
J0930201,2018/11/24,WA,16,2.3,6,24.3,50.051,205.97%,,,,,,
J0930201,2018/12/01,WA,40,14.9,0,54.9,68.417,124.62%,,,,,,
J0930201,2018/12/08,WA,33,12,6,51,56.376,110.54%,2,0.00,0.65,0.00,0.65,402
J0930201,2018/12/15,WA,32,11.6,0,43.6,44.37,101.77%,,,,,,
J0930201,2018/12/22,WA,24,10,0,34,41.749,122.79%,27,14.76,0.00,0.00,14.76,1615
J0930201,2019/01/05,WA,24,15.5,0,39.5,41.183,104.26%,,,,,,
J0930201,2019/01/12,WA,40,17.3,6,63.3,67.703,106.96%,,,,,,
J0930201,2019/01/19,WA,44.1,19,0,63.1,67.048,106.26%,4,0.00,0.86,0.00,0.86,766
J0930201,2019/01/26,WA,40,19.3,6,65.3,75.819,116.11%,4,0.00,0.00,0.00,0.00,1436
J0930201,2019/02/02,WA,36,11.2,6,53.2,64.828,121.86%,1,0.00,0.86,0.00,0.86,420
J0930201,2019/02/09,WA,37,18.6,0,55.6,68.899,123.92%,,,,,,
J0930201,2019/02/16,WA,43.4,11.6,6,61,64.27,105.36%,1,0.00,0.25,0.00,0.25,368
J0930201,2019/02/23,WA,32,16,0,48,52.79,109.98%,,,,,,
J0930201,2019/03/02,WA,40,20.4,6,66.4,67.801,102.11%,,,,,,
J0930201,2019/03/09,WA,36,12.3,6,54.3,62.324,114.78%,,,,,,
