WORKCENTER,WEEK_ENDING,WKOR_PRODUCT_CODE,SumOfstdhours,SumOfOThours,SumOfdthrs,SumOftotalhrs,comp_work,PTB,defects,SumOfREWORK_HRS,SumOfREPAIR_HRS,SumOfREFAB_HRS,totrwkhrs,total_def_cost
J0400201,2018/12/01,BW,53,0,0,53,,0,,,,,,
J0400201,2018/12/01,MG,20.3,16,0,36.3,,0,,,,,,
J0400201,2018/12/08,BW,45,0,0,45,,0,,,,,,
J0400201,2018/12/08,MG,1.7,0,0,1.7,,0,,,,,,
J0400201,2018/12/15,BW,42.7,0,0,42.7,16,37.47%,,,,,,
J0400201,2018/12/15,MG,10.5,0,0,10.5,,0,,,,,,
J0400201,2018/12/22,MG,22.8,6.9,0,29.7,,0,,,,,,
J0400201,2018/12/29,MD,0,0.6,0,0.6,,0,,,,,,
J0400201,2018/12/29,MG,0,13.9,28.3,42.2,,0,,,,,,
J0400201,2019/01/05,MG,8,3,0,11,,0,,,,,,
J0400201,2019/01/12,BC,2.9,0,0,2.9,,0,,,,,,
J0400201,2019/01/12,MG,1.9,0,0,1.9,,0,,,,,,
J0400201,2019/01/19,BC,16,0,0,16,100,625.00%,,,,,,
J0400201,2019/01/19,MG,14.1,0,0,14.1,,0,,,,,,
J0400201,2019/01/26,MG,3.2,0,0,3.2,,0,,,,,,
J0400201,2019/02/02,MG,9.7,0,0,9.7,,0,,,,,,
J0400201,2019/02/02,WM,11.2,0,0,11.2,,0,,,,,,
J0400201,2019/02/09,BC,4.5,5.9,0,10.4,,0,,,,,,
J0400201,2019/02/16,BC,0,0,2.5,2.5,,0,,,,,,
J0400201,2019/02/16,BW,6.9,0,0,6.9,,0,,,,,,
J0400201,2019/03/02,BW,7,0,0,7,,0,,,,,,
J0400201,2019/03/09,BW,7.7,0,0,7.7,,0,,,,,,
J0400201,2019/03/09,WM,18.2,0,0,18.2,,0,,,,,,
J0400201,2019/03/16,WM,4.5,0,0,4.5,,0,,,,,,
J0400201,2019/03/23,BW,6.9,0,0,6.9,,0,,,,,,
J0400201,2019/03/30,MG,8.5,0,0,8.5,,0,,,,,,
J0400201,2019/04/06,BW,3,0,0,3,,0,,,,,,
J0400201,2019/04/06,MG,9.9,0.1,0,10,,0,,,,,,
J0400201,2019/04/13,MG,21.5,0,0,21.5,,0,,,,,,
J0400201,2019/04/20,MG,10.6,0,0,10.6,,0,,,,,,
J0400201,2019/05/04,MG,6.3,0,0,6.3,,0,,,,,,
J0400201,2019/05/11,MG,5.9,0,0,5.9,,0,,,,,,
J0400201,2019/05/18,BW,13.6,0,0,13.6,,0,,,,,,
J0400201,2019/05/18,MG,4,0,0,4,,0,,,,,,
J0400201,2019/05/18,WA,8.7,0,0,8.7,,0,,,,,,
J0400201,2019/05/25,WA,14.9,0,0,14.9,,0,,,,,,
J0400201,2019/06/22,MJ,4.8,0,0,4.8,,0,,,,,,
J0400201,2019/06/29,BW,1.1,0,0,1.1,,0,,,,,,
J0400201,2019/06/29,MJ,12.5,0,0,12.5,,0,,,,,,
J0400201,2019/07/06,BW,6.3,0,0,6.3,,0,,,,,,
J0400501,2019/07/06,BW,3.1,0,0,3.1,,0,,,,,,
J0400601,2019/04/06,BC,0,7.3,0,7.3,,0,,,,,,
J0400601,2019/04/13,BC,0,15.3,0,15.3,,0,,,,,,
J0400601,2019/04/20,BC,0,7.2,0,7.2,,0,,,,,,
J0400601,2019/06/29,BC,0,7.5,0,7.5,,0,,,,,,
J0459902,2018/08/25,BC,14.6,0,0,14.6,,0,,,,,,
J0459902,2019/01/19,BC,0.6,0,0,0.6,,0,,,,,,
J0525101,2018/08/11,BC,4,0,0,4,2.927,73.18%,,,,,,
J0525101,2018/08/18,BC,56,0,0,56,15.271,27.27%,,,,,,
J0525101,2018/08/25,BC,31,0,0,31,1.122,3.62%,,,,,,
J0525101,2018/09/01,BC,43.5,0,0,43.5,4.591,10.55%,,,,,,
J0525101,2018/09/08,BC,1.5,0,0,1.5,,0,,,,,,
J0525101,2018/09/22,BC,11.1,0,0,11.1,0.75,6.76%,,,,,,
J0525101,2018/09/29,BC,24,0,0,24,3.476,14.48%,,,,,,
J0525101,2018/10/06,BC,39,0,0,39,9.619,24.66%,2,0.00,0.00,0.00,0.00,346
J0525101,2018/10/13,BC,27.3,4.9,0,32.2,6.477,20.11%,1,0.66,0.00,0.00,0.66,57
J0525101,2018/10/20,BC,48.8,14.2,0,63,6.853,10.88%,,,,,,
J0525101,2018/10/27,BC,33.4,18.3,13,64.7,4.145,6.41%,,,,,,
J0525101,2018/11/03,BC,45.5,6.9,0,52.4,3.604,6.88%,1,0.00,0.67,0.00,0.67,404
J0525101,2018/11/10,BC,48.7,12.6,5,66.3,4.621,6.97%,,,,,,
J0525101,2018/11/17,BC,41.9,5,6,52.9,3.395,6.42%,,,,,,
J0525101,2018/11/24,BC,8,8.4,0,16.4,4.045,24.66%,,,,,,
J0525101,2018/12/01,BC,25.2,5.8,5,36,9.473,26.31%,,,,,,
J0525101,2018/12/08,BC,21.1,0,5,26.1,7.419,28.43%,,,,,,
J0525101,2018/12/15,BC,22,0,0,22,8.9,40.45%,2,0.00,0.00,0.00,0.00,0
J0525101,2018/12/22,BC,110.1,32.3,17,159.4,37.433,23.48%,,,,,,
J0525101,2018/12/29,BC,0,7,69.4,76.4,22.71,29.73%,,,,,,
J0525101,2019/01/05,BC,44.3,0,2.7,47,5.49,11.68%,,,,,,
J0525101,2019/01/12,BC,59.5,10,0,69.5,9.672,13.92%,,,,,,
J0525101,2019/01/19,BC,92.7,0.6,0,93.3,15.483,16.59%,,,,,,
J0525101,2019/01/26,BC,27.5,8.7,0,36.2,5.778,15.96%,4,0.00,0.00,0.00,0.00,0
J0525101,2019/02/02,BC,81.9,15.9,0,97.8,7.17,7.33%,,,,,,
J0525101,2019/02/09,BC,88.5,2.8,2.9,94.2,5.315,5.64%,,,,,,
J0525101,2019/02/16,BC,60.4,2,0,62.4,11.374,18.23%,,,,,,
J0525101,2019/02/23,BC,41.1,0,0,41.1,8.053,19.59%,,,,,,
J0525101,2019/03/02,BC,61.6,0,0,61.6,4.811,7.81%,1,0.00,0.00,0.00,0.00,346
J0525101,2019/03/09,BC,67.7,2,0,69.7,6.597,9.46%,1,0.00,0.00,0.00,0.00,346
J0525101,2019/03/16,BC,94,0,3.3,97.3,15.237,15.66%,1,0.00,0.00,0.00,0.00,346
J0525101,2019/03/23,BC,61.4,0,0,61.4,3.02,4.92%,,,,,,
J0525101,2019/03/30,BC,51,0,0,51,5.454,10.69%,,,,,,
J0525101,2019/04/13,BC,40,0,0,40,5.84,14.60%,,,,,,
J0525101,2019/04/20,BC,62.9,0,0,62.9,5.008,7.96%,1,0.40,0.00,0.00,0.40,34
J0525101,2019/04/27,BC,16.9,0,0,16.9,2.808,16.62%,1,0.00,0.25,0.00,0.25,368
J0525101,2019/05/04,BC,46,3.3,0,49.3,8.966,18.19%,1,0.00,0.66,0.00,0.66,403
J0525101,2019/05/11,BC,71.9,4,3.2,79.1,13.206,16.70%,,,,,,
J0525101,2019/05/18,BC,63.9,0,0,63.9,11.266,17.63%,7,0.00,1.70,0.00,1.70,492
J0525101,2019/05/25,BC,59.1,0,0,59.1,10.038,16.98%,,,,,,
J0525101,2019/06/01,BC,50.5,2.3,0,52.8,12.32,23.33%,,,,,,
J0525101,2019/06/08,BC,90.2,0,0,90.2,29.211,32.38%,,,,,,
J0525101,2019/06/15,BC,72.1,6,0,78.1,17.694,22.66%,,,,,,
J0525101,2019/06/22,BC,42.8,0,0,42.8,6.79,15.86%,,,,,,
J0525101,2019/06/29,BC,23.2,0,0,23.2,1.51,6.51%,,,,,,
J0525101,2019/07/06,BC,36,0,0,36,2.5,6.94%,,,,,,
J0525101,2019/07/13,BC,73.7,3.8,0,77.5,4.33,5.59%,2,0.00,0.45,0.00,0.45,385
J0525101,2019/07/20,BC,77.5,0.7,3,81.2,15.098,18.59%,,,,,,
J0525101,2019/07/27,BC,74.6,0,0,74.6,7.534,10.10%,1,0.00,0.00,0.00,0.00,346
J0525101,2019/08/03,BC,48.8,0,0,48.8,10.093,20.68%,,,,,,
J0525101,2019/08/10,BC,29.8,0,0,29.8,,0,,,,,,
J0532201,2018/08/11,CA,8,0,0,8,14.057,175.71%,,,,,,
J0532201,2018/08/25,CA,17.1,0,0,17.1,14.223,83.18%,,,,,,
J0532201,2018/09/01,CA,9.1,0,0,9.1,7.571,83.20%,,,,,,
J0532201,2018/09/15,CA,10.7,0,0,10.7,14.223,132.93%,,,,,,
J0532201,2018/09/22,CA,7.2,0,0,7.2,6.869,95.40%,,,,,,
J0532201,2018/09/29,CA,8,0,0,8,7.181,89.76%,,,,,,
J0532201,2018/10/13,CA,5.2,0,0,5.2,14.223,273.52%,,,,,,
J0532201,2018/10/20,CA,1.7,0,0,1.7,7.181,422.41%,,,,,,
J0532201,2018/10/27,CA,4.4,0,0,4.4,10.4,236.36%,,,,,,
J0541101,2018/08/11,CA,8,53,0,61,118.671,194.54%,,,,,,
J0541101,2018/08/18,CA,106.3,46.3,0,152.6,109.457,71.73%,,,,,,
J0541101,2018/08/25,CA,98.6,48.9,0,147.5,93.127,63.14%,,,,,,
J0541101,2018/09/01,CA,94.3,58.8,0,153.1,84.689,55.32%,,,,,,
J0541101,2018/09/08,CA,110.2,51.6,0,161.8,147.049,90.88%,,,,,,
J0541101,2018/09/15,CA,79.3,45,0,124.3,76.894,61.86%,,,,,,
J0541101,2018/09/22,CA,118.8,53.3,0,172.1,113.24,65.80%,1,0.00,0.44,0.00,0.44,384
J0541101,2018/09/29,CA,108.1,43.3,0,151.4,115.726,76.44%,6,0.93,0.00,0.00,0.93,80
J0541101,2018/10/06,CA,115.3,57.6,0,172.9,119.433,69.08%,,,,,,
J0541101,2018/10/13,CA,110.5,43.4,0,153.9,110.262,71.65%,,,,,,
J0541101,2018/10/20,CA,75.7,40.1,0,115.8,71.583,61.82%,1,0.00,0.76,0.00,0.76,411
J0541101,2018/10/27,CA,97.2,40,0,137.2,67.251,49.02%,,,,,,
J0541101,2018/11/03,CA,102.3,48.6,0,150.9,72.736,48.20%,,,,,,
J0541101,2018/11/10,CA,78,58.7,7.6,144.3,86.72,60.10%,,,,,,
J0541101,2018/11/17,CA,71,41,7.5,119.5,28.618,23.95%,,,,,,
J0541101,2018/11/24,CA,36.7,12.7,7.5,56.9,29.417,51.70%,,,,,,
J0541101,2018/12/01,CA,77.7,47.6,7,132.3,37.966,28.70%,12,0.00,0.00,0.00,0.00,692
J0541101,2018/12/08,CA,93.1,49.1,8.6,150.8,77.214,51.20%,,,,,,
J0541101,2018/12/15,CA,77.3,34.9,7.6,119.8,43.807,36.57%,,,,,,
J0541101,2018/12/22,CA,70.5,31,0,101.5,35.86,35.33%,,,,,,
J0541101,2018/12/29,CA,31,0,0,31,18.905,60.98%,,,,,,
J0541101,2019/01/05,CA,63.6,0,0,63.6,26.294,41.34%,,,,,,
J0541101,2019/01/12,CA,116.9,38,0,154.9,43.502,28.08%,,,,,,
J0541101,2019/01/19,CA,72.1,31.6,0,103.7,19.862,19.15%,,,,,,
J0541101,2019/01/26,CA,77.8,31.2,0,109,22.532,20.67%,,,,,,
J0541101,2019/02/02,CA,80,44.2,0,124.2,59.113,47.60%,,,,,,
J0541101,2019/02/09,CA,78.9,16.2,0,95.1,24.126,25.37%,,,,,,
J0541201,2018/08/11,CA,0,0.4,0,0.4,28.601,7150.25%,,,,,,
J0541201,2018/08/18,CA,39.1,0,0,39.1,35.376,90.48%,,,,,,
J0541201,2018/08/25,CA,33.3,0,0,33.3,25.878,77.71%,,,,,,
J0541201,2018/09/01,CA,33.2,0,0,33.2,28.869,86.95%,,,,,,
J0541201,2018/09/08,CA,21.5,0,0,21.5,17.401,80.93%,,,,,,
J0541201,2018/09/15,CA,34.1,6.2,0,40.3,31.745,78.77%,,,,,,
J0541201,2018/09/22,CA,24,5.2,0,29.2,20.898,71.57%,1,0.00,0.00,0.00,0.00,346
J0541201,2018/09/29,CA,10.4,13.8,0,24.2,17.401,71.90%,,,,,,
J0541201,2018/10/06,CA,29,0,0,29,23.424,80.77%,,,,,,
J0541201,2018/10/13,CA,30.5,2,0,32.5,24.984,76.87%,,,,,,
J0541201,2018/10/20,CA,25.8,0,0,25.8,21.403,82.96%,,,,,,
J0541201,2018/10/27,CA,12.9,3.3,0,16.2,9.242,57.05%,,,,,,
J0541201,2018/11/17,CA,22,0,0,22,9.375,42.61%,,,,,,
J0561201,2019/03/23,CA,15,28.5,0,43.5,15.988,36.75%,,,,,,
J0561201,2019/03/30,CA,47,11.9,6.3,65.2,27.408,42.04%,,,,,,
J0561201,2019/04/06,CA,34.9,1.6,0,36.5,11.42,31.29%,,,,,,
J0561201,2019/04/13,CA,7,9.7,0,16.7,18.272,109.41%,,,,,,
J0561201,2019/05/11,CA,17.5,0,0,17.5,4.568,26.10%,,,,,,
J0561201,2019/05/18,CA,2.9,11.1,0,14,9.136,65.26%,,,,,,
J0561201,2019/05/25,CA,9.6,0,0,9.6,2.284,23.79%,,,,,,
J0561201,2019/06/29,CA,31.2,0,0,31.2,13.704,43.92%,,,,,,
J0561201,2019/07/06,CA,0.5,0,0,0.5,,0,,,,,,
J0561201,2019/07/20,CA,0,7.1,0,7.1,4.276,60.23%,,,,,,
J0561201,2019/07/27,CA,39.4,18.8,6,64.2,29.984,46.70%,,,,,,
J0561201,2019/08/03,CA,37.5,22,10,69.5,25.124,36.15%,,,,,,
J0561201,2019/08/10,CA,0,0,6.2,6.2,2.284,36.84%,,,,,,
J0741228,2019/03/30,BC,2.8,0,0,2.8,153.184,5470.86%,,,,,,
J0741229,2018/08/25,BC,16,3.4,0,19.4,1.347,6.94%,,,,,,
J0741229,2018/09/01,BC,5.9,0,0,5.9,1.347,22.83%,,,,,,
J0741229,2018/09/08,BC,8,0,0,8,,0,,,,,,
J0741229,2018/09/22,BC,5.2,0,0,5.2,,0,,,,,,
J0741229,2018/09/29,BC,1.6,0,0,1.6,2.694,168.38%,,,,,,
J0741229,2018/10/06,BC,3.8,0,0,3.8,,0,,,,,,
J0741229,2018/10/13,BC,11,3.4,0,14.4,,0,,,,,,
J0741229,2018/10/27,BC,8,0,0,8,,0,,,,,,
J0741229,2018/11/03,BC,6,0,0,6,,0,,,,,,
J0741229,2018/11/10,BC,15.4,0,0,15.4,,0,,,,,,
J0741229,2018/11/17,BC,6.7,0,0,6.7,,0,,,,,,
J0741229,2018/12/15,BC,1.8,8,0,9.8,,0,,,,,,
J0741229,2018/12/22,BC,15.5,0,0,15.5,,0,,,,,,
J0741229,2019/01/19,BC,24.5,0,0,24.5,,0,,,,,,
J0741229,2019/01/26,BC,24.6,0,0,24.6,,0,,,,,,
J0741229,2019/02/02,BC,42.3,1.7,0,44,,0,,,,,,
J0741229,2019/02/09,BC,24.1,0,0,24.1,,0,,,,,,
J0741229,2019/02/16,BC,31.8,0,0,31.8,,0,,,,,,
J0741229,2019/02/23,BC,32,0,0,32,,0,,,,,,
J0741229,2019/03/02,BC,18.3,6.1,0,24.4,,0,,,,,,
J0741229,2019/03/09,BC,10.5,0,6.3,16.8,,0,,,,,,
J0741229,2019/03/23,BC,34.6,0,0,34.6,,0,,,,,,
J0741229,2019/03/30,BC,24,0,0,24,,0,,,,,,
J0741229,2019/04/06,BC,13.1,0,0,13.1,,0,,,,,,
J0741229,2019/04/13,BC,5.6,0,0,5.6,,0,,,,,,
J0741229,2019/04/20,BC,25.6,0,0,25.6,,0,,,,,,
J0741229,2019/04/27,BC,4.8,0,0,4.8,,0,,,,,,
J0741229,2019/05/11,BC,3.8,0,5.1,8.9,,0,,,,,,
J0741229,2019/05/18,BC,12,0,0,12,,0,,,,,,
J0741229,2019/05/25,BC,18.5,0,0,18.5,,0,,,,,,
J0741229,2019/06/01,BC,10.2,0,0,10.2,,0,,,,,,
J0741229,2019/06/08,BC,24.2,0,0,24.2,,0,,,,,,
J0741229,2019/06/15,BC,5,0,0,5,,0,,,,,,
J0741229,2019/06/22,BC,6.9,0,0,6.9,,0,,,,,,
J0741229,2019/06/29,BC,3.6,0,0,3.6,,0,,,,,,
J0741229,2019/07/13,BC,8,0,0,8,,0,,,,,,
J0741229,2019/07/13,BW,5.3,0,0,5.3,,0,,,,,,
J0741229,2019/07/20,BC,10.6,0,0,10.6,,0,,,,,,
J0741229,2019/07/20,BW,1.7,0,0,1.7,8,470.59%,,,,,,
J0741229,2019/07/27,BC,6.1,0,0,6.1,,0,,,,,,
J0741229,2019/08/10,BC,22.3,0,0,22.3,,0,,,,,,
J0742213,2018/10/06,WA,0.1,0,0,0.1,,0,,,,,,
J0742213,2019/02/23,WA,3.3,0.5,0,3.8,,0,,,,,,
J0742213,2019/03/16,WA,4.8,0,0,4.8,,0,,,,,,
J0742213,2019/04/06,WA,0,0,0,0,,#DIV/0!,,,,,,
J0742213,2019/05/18,WA,0.2,0,0,0.2,,0,,,,,,
J0742287,2018/09/01,WA,0,0,7.7,7.7,0.659,8.56%,,,,,,
J0742287,2018/10/06,WA,0.3,0,0,0.3,,0,,,,,,
J0742287,2018/11/03,WA,4.8,0,0,4.8,1.102,22.96%,,,,,,
J0742288,2018/08/18,WA,15,0,0,15,6.514,43.43%,,,,,,
J0742288,2018/09/08,WA,2.4,0,0,2.4,3.736,155.67%,,,,,,
J0742288,2018/09/15,WA,2.7,9.3,0,12,6.502,54.18%,,,,,,
J0742288,2018/09/22,WA,12,0,0,12,2.778,23.15%,,,,,,
J0742288,2018/10/13,WA,9,1.5,0,10.5,6.172,58.78%,,,,,,
J0742288,2018/10/27,WA,3.9,0,0,3.9,6.502,166.72%,,,,,,
J0742288,2018/11/10,WA,11,0,0,11,2.444,22.22%,,,,,,
J0742288,2018/11/17,WA,8,0,0,8,1.28,16.00%,,,,,,
J0742288,2018/11/24,WA,1.2,0,0,1.2,2.506,208.83%,,,,,,
J0742288,2018/12/01,WA,2.1,1.9,0,4,10.118,252.95%,,,,,,
J0742288,2018/12/08,WA,0,7.5,0,7.5,7.456,99.41%,,,,,,
J0742288,2018/12/22,WA,8,0,3.1,11.1,10.238,92.23%,,,,,,
J0742288,2019/01/26,WA,1.4,0,0,1.4,7.79,556.43%,,,,,,
J0742289,2018/08/11,WA,0,7.7,0,7.7,5.525,71.75%,,,,,,
J0742289,2018/08/18,WA,3.9,7.2,0,11.1,10.904,98.23%,,,,,,
J0742289,2018/08/25,WA,10.1,5.6,0,15.7,12.637,80.49%,,,,,,
J0742289,2018/09/08,WA,22.9,0,0,22.9,8.61,37.60%,,,,,,
J0742289,2018/09/15,WA,13.3,0,0,13.3,20.456,153.80%,,,,,,
J0742289,2018/09/22,WA,0,0,2.4,2.4,8.624,359.33%,,,,,,
J0742289,2018/10/13,WA,11.9,0,0,11.9,11.832,99.43%,,,,,,
J0742289,2018/10/20,WA,28.9,0,4.7,33.6,15.768,46.93%,,,,,,
J0742289,2018/10/27,WA,33.3,0,0,33.3,26.786,80.44%,,,,,,
J0742289,2018/11/03,WA,24,0,0,24,8.61,35.88%,2,0.94,0.00,0.00,0.94,118
J0742289,2018/11/10,WA,1.1,0,0,1.1,8.498,772.55%,1,0.00,0.95,0.00,0.95,367
J0742289,2018/11/17,WA,12.3,0,0,12.3,2.552,20.75%,,,,,,
J0742289,2018/11/24,WA,0,0,2.7,2.7,3.746,138.74%,,,,,,
J0742289,2018/12/01,WA,16.5,0,0,16.5,27.399,166.05%,4,0.00,1.37,0.00,1.37,420
J0742289,2018/12/08,WA,67.4,0.1,4.2,71.7,24.38,34.00%,,,,,,
J0742289,2018/12/15,WA,20.8,0,0,20.8,16.438,79.03%,,,,,,
J0742289,2018/12/22,WA,50.9,0.5,0,51.4,20.207,39.31%,,,,,,
J0742289,2019/01/26,WA,51.2,0,0,51.2,22.736,44.41%,,,,,,
J0742289,2019/02/02,WA,18.2,0,0,18.2,9.343,51.34%,,,,,,
J0742289,2019/02/09,WA,40.4,0,0,40.4,19.723,48.82%,,,,,,
J0742289,2019/02/16,WA,31,0,0,31,17.234,55.59%,,,,,,
J0742289,2019/02/23,WA,14,0,0,14,,0,,,,,,
J0742289,2019/03/02,WA,28.8,8,0,36.8,19.434,52.81%,,,,,,
J0742289,2019/03/09,WA,13,3,7.9,23.9,9.632,40.30%,,,,,,
J0742289,2019/03/16,WA,11.4,0,0,11.4,5.946,52.16%,,,,,,
J0742289,2019/03/23,WA,35.2,0,0,35.2,14.496,41.18%,,,,,,
J0742289,2019/03/30,WA,11.3,0,0,11.3,8.624,76.32%,,,,,,
J0742289,2019/04/06,WA,4,10.2,0,14.2,3.746,26.38%,,,,,,
J0742289,2019/04/13,WA,32,7.9,0,39.9,13.488,33.80%,,,,,,
J0742289,2019/04/20,WA,13.9,0,8.1,22,11.832,53.78%,,,,,,
J0742289,2019/04/27,WA,7.4,8.4,0,15.8,,0,,,,,,
J0742289,2019/05/04,WA,28,0.5,5.3,33.8,18.912,55.95%,3,0.00,1.23,0.00,1.23,403
J0742289,2019/05/11,WA,17.5,0,0,17.5,13.488,77.07%,,,,,,
J0742289,2019/05/18,WA,28.5,8,0,36.5,9.964,27.30%,3,0.00,2.04,0.00,2.04,813
J0742289,2019/05/25,WA,15.8,5.9,0,21.7,15.768,72.66%,2,0.47,1.08,0.00,1.55,443
J0742289,2019/06/01,WA,24.4,0,0,24.4,9.28,38.03%,,,,,,
J0742289,2019/06/08,WA,29.4,6.6,0,36,14.954,41.54%,,,,,,
J0742289,2019/06/29,WA,19.1,8,0,27.1,11.05,40.77%,1,0.47,0.00,0.00,0.47,59
J0742289,2019/07/06,WA,20.1,7,0,27.1,15.41,56.86%,1,0.00,0.95,0.00,0.95,367
J0742289,2019/07/13,WA,37.4,8,0,45.4,18.184,40.05%,4,0.00,1.37,0.00,1.37,420
J0742289,2019/07/20,WA,38.5,0,0,38.5,20.872,54.21%,1,0.00,0.95,0.00,0.95,428
J0742289,2019/07/27,WA,35.2,9.7,0,44.9,10.22,22.76%,,,,,,
J0742289,2019/08/03,WA,18.4,7.2,0,25.6,13.742,53.68%,7,0.00,3.41,0.00,3.41,1172
J0742290,2018/08/25,WA,11.2,0,0,11.2,5.046,45.05%,,,,,,
J0742290,2018/09/01,WA,4.3,0,0,4.3,1.564,36.37%,,,,,,
J0742290,2018/09/15,WA,3.1,1.7,0,4.8,2.858,59.54%,,,,,,
J0742290,2018/09/22,WA,2.4,0,0,2.4,3.64,151.67%,,,,,,
J0742290,2018/10/27,WA,3,0,0,3,5.552,185.07%,,,,,,
J0742290,2018/12/08,WA,2,0,0,2,5.728,286.40%,,,,,,
J0742290,2018/12/15,WA,0,0,6.1,6.1,3.852,63.15%,,,,,,
J0742290,2019/02/02,WA,3.5,0,0,3.5,2.647,75.63%,,,,,,
J0742290,2019/02/09,WA,4.7,0,0,4.7,3.963,84.32%,,,,,,
J0742290,2019/02/16,WA,0.5,0,0,0.5,4.264,852.80%,,,,,,
J0742290,2019/03/23,WA,4.2,0,0,4.2,2.97,70.71%,,,,,,
J0742290,2019/04/20,WA,6.7,1.1,0,7.8,2.346,30.08%,,,,,,
J0742290,2019/04/27,WA,3.3,0.9,0,4.2,,0,,,,,,
J0742290,2019/05/04,WA,9.2,0,2.7,11.9,4.825,40.55%,,,,,,
J0742290,2019/05/11,WA,6.5,0,0,6.5,2.288,35.20%,,,,,,
J0742290,2019/05/18,WA,9.1,0,0,9.1,3.264,35.87%,,,,,,
J0742290,2019/05/25,BW,1.4,0,0,1.4,,0,,,,,,
J0742290,2019/05/25,WA,6,0,0,6,3.346,55.77%,1,0.00,0.95,0.00,0.95,367
J0742290,2019/06/15,WA,8.4,0,0,8.4,,0,,,,,,
J0742290,2019/06/29,WA,1.4,0,0,1.4,1.564,111.71%,,,,,,
J0742290,2019/07/06,WA,1.1,0,0,1.1,3.599,327.18%,,,,,,
J0742290,2019/07/20,WA,1.5,0,0,1.5,4.264,284.27%,,,,,,
J0742290,2019/07/27,WA,4.8,2.5,0,7.3,2.998,41.07%,,,,,,
J0742290,2019/08/03,WA,5,0,0,5,3.612,72.24%,,,,,,
J0742292,2018/08/11,WA,0,2,0,2,2.517,125.85%,,,,,,
J0742292,2018/08/18,WA,1.1,0,0,1.1,1.836,166.91%,,,,,,
J0742292,2018/09/01,WA,7.3,0,0,7.3,5.67,77.67%,,,,,,
J0742292,2018/09/29,WA,8.7,0,0,8.7,8.435,96.95%,,,,,,
J0742292,2018/10/20,WA,3.7,0,0,3.7,2.764,74.70%,,,,,,
J0742292,2018/10/27,WA,2.1,0,0,2.1,2.08,99.05%,,,,,,
J0742292,2018/11/03,WA,4.3,0,0,4.3,3.866,89.91%,,,,,,
J0742292,2018/11/10,WA,4,0,0,4,3.302,82.55%,,,,,,
J0742292,2018/12/01,WA,5.4,0,0,5.4,4.095,75.83%,,,,,,
J0742292,2018/12/08,WA,8,1.1,0,9.1,5.703,62.67%,,,,,,
J0742292,2018/12/15,WA,3.9,0,0,3.9,4.801,123.10%,,,,,,
J0742292,2019/01/12,WA,8.3,0,0,8.3,6.936,83.57%,,,,,,
J0742292,2019/02/02,WA,5.7,0,0,5.7,4.644,81.47%,,,,,,
J0742292,2019/02/09,WA,4,0,0,4,3.427,85.68%,,,,,,
J0742292,2019/02/16,WA,2,0,0,2,0.944,47.20%,,,,,,
J0742292,2019/03/02,WA,6,0,0,6,5.231,87.18%,,,,,,
J0742292,2019/03/16,WA,7.2,0,0,7.2,5.67,78.75%,,,,,,
J0742292,2019/04/06,WA,0,1.1,0,1.1,0.472,42.91%,,,,,,
J0742292,2019/04/13,WA,5.5,0,0,5.5,5.198,94.51%,,,,,,
J0742292,2019/04/27,WA,7.4,0,0,7.4,5.67,76.62%,,,,,,
J0742292,2019/05/04,WA,1.8,0,0,1.8,0.944,52.44%,,,,,,
J0742292,2019/05/11,WA,4.7,0,0,4.7,0.472,10.04%,,,,,,
J0742292,2019/05/18,WA,7,0,0,7,4.726,67.51%,,,,,,
J0742292,2019/05/25,WA,2.5,0.7,0,3.2,2.276,71.13%,,,,,,
J0742292,2019/06/01,WA,3.4,0,0,3.4,2.922,85.94%,,,,,,
J0742292,2019/06/15,WA,6.1,0,0,6.1,4.188,68.66%,,,,,,
J0742292,2019/07/06,WA,1.1,0,0,1.1,0.794,72.18%,,,,,,
J0742292,2019/07/13,WA,8.1,0,0,8.1,5.82,71.85%,,,,,,
J0742292,2019/07/20,WA,2.8,0,0,2.8,1.804,64.43%,,,,,,
J0742292,2019/07/27,WA,7.4,0,0,7.4,4.876,65.89%,,,,,,
J0742292,2019/08/10,WA,6.2,0,0,6.2,,0,,,,,,
J0742301,2018/08/11,MD,0,9.5,0,9.5,5.315,55.95%,,,,,,
J0742301,2018/08/18,MD,7,1,0,8,11.315,141.44%,,,,,,
J0742301,2018/08/25,MD,15.6,0,0,15.6,6,38.46%,,,,,,
J0742301,2018/09/01,MD,0.5,0,0,0.5,5.315,1063.00%,,,,,,
J0742301,2018/09/08,MD,17.3,16.5,0,33.8,5.315,15.72%,,,,,,
J0742301,2018/09/15,MD,18.3,0,16.6,34.9,24,68.77%,,,,,,
J0742301,2018/09/22,MD,26.3,14.3,0,40.6,4,9.85%,,,,,,
J0742301,2018/09/29,MD,34.9,0,17.3,52.2,5.332,10.21%,,,,,,
J0742301,2018/10/06,MD,13.5,0,0,13.5,26.666,197.53%,,,,,,
J0742301,2018/10/13,MD,0.2,0,0,0.2,4,2000.00%,,,,,,
J0742301,2018/10/20,MD,17.7,0,0,17.7,29.315,165.62%,,,,,,
J0742301,2018/10/27,MD,11.2,0,0,11.2,5.315,47.46%,,,,,,
J0742301,2018/11/10,MD,42.6,0,0,42.6,6,14.08%,,,,,,
J0742301,2018/11/17,MD,0,0,4.7,4.7,8,170.21%,,,,,,
